transformer_id,reading_timestamp,input_energy_kwh,quality_flag,source
TR-01-03,2026-01-04 16:00:00,32.983,OK,synthetic
TR-01-03,2026-01-04 17:00:00,34.7308,OK,synthetic
TR-01-03,2026-01-04 18:00:00,47.9082,OK,synthetic
TR-01-03,2026-01-04 19:00:00,40.8978,OK,synthetic
TR-01-03,2026-01-04 20:00:00,44.6391,OK,synthetic
TR-01-03,2026-01-04 21:00:00,44.8662,OK,synthetic
TR-01-03,2026-01-04 22:00:00,43.0729,OK,synthetic
TR-01-03,2026-01-04 23:00:00,26.4104,OK,synthetic
TR-01-03,2026-01-05 00:00:00,17.0872,OK,synthetic
TR-01-03,2026-01-05 01:00:00,16.1871,OK,synthetic
TR-01-03,2026-01-05 02:00:00,15.2737,OK,synthetic
TR-01-03,2026-01-05 03:00:00,16.5606,OK,synthetic
TR-01-03,2026-01-05 04:00:00,15.0826,OK,synthetic
TR-01-03,2026-01-05 05:00:00,16.4407,OK,synthetic
TR-01-03,2026-01-05 06:00:00,30.9342,OK,synthetic
TR-01-03,2026-01-05 07:00:00,30.2441,OK,synthetic
TR-01-03,2026-01-05 08:00:00,32.7008,OK,synthetic
TR-01-03,2026-01-05 09:00:00,32.5289,OK,synthetic
TR-01-03,2026-01-05 10:00:00,34.2872,OK,synthetic
TR-01-03,2026-01-05 11:00:00,36.2531,OK,synthetic
TR-01-03,2026-01-05 12:00:00,34.2198,OK,synthetic
TR-01-03,2026-01-05 13:00:00,37.9337,OK,synthetic
TR-01-03,2026-01-05 14:00:00,38.9927,OK,synthetic
TR-01-03,2026-01-05 15:00:00,33.4568,OK,synthetic
TR-01-03,2026-01-05 16:00:00,35.0034,OK,synthetic
TR-01-03,2026-01-05 17:00:00,33.2569,OK,synthetic
TR-01-03,2026-01-05 18:00:00,48.3439,OK,synthetic
TR-01-03,2026-01-05 19:00:00,50.6754,OK,synthetic
TR-01-03,2026-01-05 20:00:00,46.6198,OK,synthetic
TR-01-03,2026-01-05 21:00:00,46.1835,OK,synthetic
TR-01-03,2026-01-05 22:00:00,52.5503,OK,synthetic
TR-01-03,2026-01-05 23:00:00,27.3481,OK,synthetic
TR-01-03,2026-01-06 00:00:00,16.3966,OK,synthetic
TR-01-03,2026-01-06 01:00:00,15.1421,OK,synthetic
TR-01-03,2026-01-06 02:00:00,15.2278,OK,synthetic
TR-01-03,2026-01-06 03:00:00,16.2776,OK,synthetic
TR-01-03,2026-01-06 04:00:00,14.8872,OK,synthetic
TR-01-03,2026-01-06 05:00:00,15.0828,OK,synthetic
TR-01-03,2026-01-06 06:00:00,27.9167,OK,synthetic
TR-01-03,2026-01-06 07:00:00,31.507,OK,synthetic
TR-01-03,2026-01-06 08:00:00,32.7827,OK,synthetic
TR-01-03,2026-01-06 09:00:00,35.4139,OK,synthetic
TR-01-03,2026-01-06 10:00:00,35.731,OK,synthetic
TR-01-03,2026-01-06 11:00:00,39.0682,OK,synthetic
TR-01-03,2026-01-06 12:00:00,39.0968,OK,synthetic
TR-01-03,2026-01-06 13:00:00,36.1526,OK,synthetic
TR-01-03,2026-01-06 14:00:00,33.2381,OK,synthetic
TR-01-03,2026-01-06 15:00:00,32.1752,OK,synthetic
TR-01-03,2026-01-06 16:00:00,34.6151,OK,synthetic
TR-01-03,2026-01-06 17:00:00,34.0397,OK,synthetic
TR-01-03,2026-01-06 18:00:00,54.6271,OK,synthetic
TR-01-03,2026-01-06 19:00:00,53.1099,OK,synthetic
TR-01-03,2026-01-06 20:00:00,45.308,OK,synthetic
TR-01-03,2026-01-06 21:00:00,45.0815,OK,synthetic
TR-01-03,2026-01-06 22:00:00,47.9018,OK,synthetic
TR-01-03,2026-01-06 23:00:00,29.2727,OK,synthetic
TR-01-03,2026-01-07 00:00:00,16.0282,OK,synthetic
TR-01-03,2026-01-07 01:00:00,18.0039,OK,synthetic
TR-01-03,2026-01-07 02:00:00,14.5835,OK,synthetic
TR-01-03,2026-01-07 03:00:00,16.8037,OK,synthetic
TR-01-03,2026-01-07 04:00:00,16.7343,OK,synthetic
TR-01-03,2026-01-07 05:00:00,16.5977,OK,synthetic
TR-01-03,2026-01-07 06:00:00,31.662,OK,synthetic
TR-01-03,2026-01-07 07:00:00,29.0637,OK,synthetic
TR-01-03,2026-01-07 08:00:00,33.3809,OK,synthetic
TR-01-03,2026-01-07 09:00:00,35.8546,OK,synthetic
TR-01-03,2026-01-07 10:00:00,34.5975,OK,synthetic
TR-01-03,2026-01-07 11:00:00,33.736,OK,synthetic
TR-01-03,2026-01-07 12:00:00,37.4385,OK,synthetic
TR-01-03,2026-01-07 13:00:00,33.5696,OK,synthetic
TR-01-03,2026-01-07 14:00:00,35.6831,OK,synthetic
TR-01-03,2026-01-07 15:00:00,35.9173,OK,synthetic
TR-01-03,2026-01-07 16:00:00,37.9477,OK,synthetic
TR-01-03,2026-01-07 17:00:00,36.6734,OK,synthetic
TR-01-03,2026-01-07 18:00:00,47.417,OK,synthetic
TR-01-03,2026-01-07 19:00:00,50.9489,OK,synthetic
TR-01-03,2026-01-07 20:00:00,48.9228,OK,synthetic
TR-01-03,2026-01-07 21:00:00,50.1062,OK,synthetic
TR-01-03,2026-01-07 22:00:00,51.027,OK,synthetic
TR-01-03,2026-01-07 23:00:00,27.3445,OK,synthetic
TR-02-01,2026-01-01 00:00:00,23.0499,OK,synthetic
TR-02-01,2026-01-01 01:00:00,24.2601,OK,synthetic
TR-02-01,2026-01-01 02:00:00,21.8756,OK,synthetic
TR-02-01,2026-01-01 03:00:00,20.79,OK,synthetic
TR-02-01,2026-01-01 04:00:00,21.3915,OK,synthetic
TR-02-01,2026-01-01 05:00:00,19.1755,OK,synthetic
TR-02-01,2026-01-01 06:00:00,35.1454,OK,synthetic
TR-02-01,2026-01-01 07:00:00,40.3789,OK,synthetic
TR-02-01,2026-01-01 08:00:00,39.3023,OK,synthetic
TR-02-01,2026-01-01 09:00:00,48.6328,OK,synthetic
TR-02-01,2026-01-01 10:00:00,48.1649,OK,synthetic
TR-02-01,2026-01-01 11:00:00,46.8733,OK,synthetic
TR-02-01,2026-01-01 12:00:00,51.207,OK,synthetic
TR-02-01,2026-01-01 13:00:00,44.3644,OK,synthetic
TR-02-01,2026-01-01 14:00:00,49.9979,OK,synthetic
TR-02-01,2026-01-01 15:00:00,51.9101,OK,synthetic
TR-02-01,2026-01-01 16:00:00,42.4182,OK,synthetic
TR-02-01,2026-01-01 17:00:00,43.0632,OK,synthetic
TR-02-01,2026-01-01 18:00:00,67.9187,OK,synthetic
TR-02-01,2026-01-01 19:00:00,63.3329,OK,synthetic
TR-02-01,2026-01-01 20:00:00,61.5335,OK,synthetic
TR-02-01,2026-01-01 21:00:00,63.3576,OK,synthetic
TR-02-01,2026-01-01 22:00:00,70.0594,OK,synthetic
TR-02-01,2026-01-01 23:00:00,38.4315,OK,synthetic
TR-02-01,2026-01-02 00:00:00,24.1798,OK,synthetic
TR-02-01,2026-01-02 01:00:00,19.0449,OK,synthetic
TR-02-01,2026-01-02 02:00:00,20.1763,OK,synthetic
TR-02-01,2026-01-02 03:00:00,20.2059,OK,synthetic
TR-02-01,2026-01-02 04:00:00,22.9803,OK,synthetic
TR-02-01,2026-01-02 05:00:00,22.3094,OK,synthetic
TR-02-01,2026-01-02 06:00:00,37.6462,OK,synthetic
TR-02-01,2026-01-02 07:00:00,38.5918,OK,synthetic
TR-02-01,2026-01-02 08:00:00,35.072,OK,synthetic
TR-02-01,2026-01-02 09:00:00,45.2283,OK,synthetic
TR-02-01,2026-01-02 10:00:00,49.9386,OK,synthetic
TR-02-01,2026-01-02 11:00:00,46.4015,OK,synthetic
TR-02-01,2026-01-02 12:00:00,44.2193,OK,synthetic
TR-02-01,2026-01-02 13:00:00,45.3142,OK,synthetic
TR-02-01,2026-01-02 14:00:00,51.1898,OK,synthetic
TR-02-01,2026-01-02 15:00:00,47.7553,OK,synthetic
TR-02-01,2026-01-02 16:00:00,46.4087,OK,synthetic
TR-02-01,2026-01-02 17:00:00,50.2351,OK,synthetic
TR-02-01,2026-01-02 18:00:00,66.7439,OK,synthetic
TR-02-01,2026-01-02 19:00:00,67.6989,OK,synthetic
TR-02-01,2026-01-02 20:00:00,65.9509,OK,synthetic
TR-02-01,2026-01-02 21:00:00,61.9636,OK,synthetic
TR-02-01,2026-01-02 22:00:00,66.4133,OK,synthetic
TR-02-01,2026-01-02 23:00:00,36.1607,OK,synthetic
TR-02-01,2026-01-03 00:00:00,18.6083,OK,synthetic
TR-02-01,2026-01-03 01:00:00,21.1973,OK,synthetic
TR-02-01,2026-01-03 02:00:00,18.8456,OK,synthetic
TR-02-01,2026-01-03 03:00:00,19.088,OK,synthetic
TR-02-01,2026-01-03 04:00:00,18.5209,OK,synthetic
TR-02-01,2026-01-03 05:00:00,19.6911,OK,synthetic
TR-02-01,2026-01-03 06:00:00,34.8705,OK,synthetic
TR-02-01,2026-01-03 07:00:00,31.8154,OK,synthetic
TR-02-01,2026-01-03 08:00:00,37.6493,OK,synthetic
TR-02-01,2026-01-03 09:00:00,44.861,OK,synthetic
TR-02-01,2026-01-03 10:00:00,42.2699,OK,synthetic
TR-02-01,2026-01-03 11:00:00,45.0537,OK,synthetic
TR-02-01,2026-01-03 12:00:00,43.4034,OK,synthetic
TR-02-01,2026-01-03 13:00:00,44.9671,OK,synthetic
TR-02-01,2026-01-03 14:00:00,46.3167,OK,synthetic
TR-02-01,2026-01-03 15:00:00,42.7242,OK,synthetic
TR-02-01,2026-01-03 16:00:00,40.8991,OK,synthetic
TR-02-01,2026-01-03 17:00:00,46.9831,OK,synthetic
TR-02-01,2026-01-03 18:00:00,54.3896,OK,synthetic
TR-02-01,2026-01-03 19:00:00,59.5643,OK,synthetic
TR-02-01,2026-01-03 20:00:00,55.1716,OK,synthetic
TR-02-01,2026-01-03 21:00:00,57.8465,OK,synthetic
TR-02-01,2026-01-03 22:00:00,60.0789,OK,synthetic
TR-02-01,2026-01-03 23:00:00,34.677,OK,synthetic
TR-02-01,2026-01-04 00:00:00,19.3748,OK,synthetic
TR-02-01,2026-01-04 01:00:00,18.5627,OK,synthetic
TR-02-01,2026-01-04 02:00:00,19.1328,OK,synthetic
TR-02-01,2026-01-04 03:00:00,19.9266,OK,synthetic
TR-02-01,2026-01-04 04:00:00,17.9296,OK,synthetic
TR-02-01,2026-01-04 05:00:00,19.2356,OK,synthetic
TR-02-01,2026-01-04 06:00:00,41.2999,OK,synthetic
TR-02-01,2026-01-04 07:00:00,34.9075,OK,synthetic
TR-02-01,2026-01-04 08:00:00,34.9719,OK,synthetic
TR-02-01,2026-01-04 09:00:00,40.7186,OK,synthetic
TR-02-01,2026-01-04 10:00:00,41.898,OK,synthetic
TR-02-01,2026-01-04 11:00:00,42.1035,OK,synthetic
TR-02-01,2026-01-04 12:00:00,46.2788,OK,synthetic
TR-02-01,2026-01-04 13:00:00,43.258,OK,synthetic
TR-02-01,2026-01-04 14:00:00,39.1779,OK,synthetic
TR-02-01,2026-01-04 15:00:00,42.1252,OK,synthetic
TR-02-01,2026-01-04 16:00:00,40.0799,OK,synthetic
TR-02-01,2026-01-04 17:00:00,40.875,OK,synthetic
TR-02-01,2026-01-04 18:00:00,57.2399,OK,synthetic
TR-02-01,2026-01-04 19:00:00,55.8404,OK,synthetic
TR-02-01,2026-01-04 20:00:00,60.3417,OK,synthetic
TR-02-01,2026-01-04 21:00:00,59.6874,OK,synthetic
TR-02-01,2026-01-04 22:00:00,55.2078,OK,synthetic
TR-02-01,2026-01-04 23:00:00,30.5886,OK,synthetic
TR-02-01,2026-01-05 00:00:00,20.6831,OK,synthetic
TR-02-01,2026-01-05 01:00:00,21.8804,OK,synthetic
TR-02-01,2026-01-05 02:00:00,20.4255,OK,synthetic
TR-02-01,2026-01-05 03:00:00,20.4126,OK,synthetic
TR-02-01,2026-01-05 04:00:00,24.3934,OK,synthetic
TR-02-01,2026-01-05 05:00:00,22.9524,OK,synthetic
TR-02-01,2026-01-05 06:00:00,43.3982,OK,synthetic
TR-02-01,2026-01-05 07:00:00,43.0418,OK,synthetic
TR-02-01,2026-01-05 08:00:00,40.0401,OK,synthetic
TR-02-01,2026-01-05 09:00:00,49.2492,OK,synthetic
TR-02-01,2026-01-05 10:00:00,42.5757,OK,synthetic
TR-02-01,2026-01-05 11:00:00,49.9927,OK,synthetic
TR-02-01,2026-01-05 12:00:00,47.8914,OK,synthetic
TR-02-01,2026-01-05 13:00:00,43.5888,OK,synthetic
TR-02-01,2026-01-05 14:00:00,44.598,OK,synthetic
TR-02-01,2026-01-05 15:00:00,49.1237,OK,synthetic
TR-02-01,2026-01-05 16:00:00,48.9733,OK,synthetic
TR-02-01,2026-01-05 17:00:00,49.2395,OK,synthetic
TR-02-01,2026-01-05 18:00:00,66.0303,OK,synthetic
TR-02-01,2026-01-05 19:00:00,64.6998,OK,synthetic
TR-02-01,2026-01-05 20:00:00,61.6736,OK,synthetic
TR-02-01,2026-01-05 21:00:00,67.1027,OK,synthetic
TR-02-01,2026-01-05 22:00:00,65.8574,OK,synthetic
TR-02-01,2026-01-05 23:00:00,39.4501,OK,synthetic
TR-02-01,2026-01-06 00:00:00,20.1053,OK,synthetic
TR-02-01,2026-01-06 01:00:00,20.5821,OK,synthetic
TR-02-01,2026-01-06 02:00:00,21.1683,OK,synthetic
TR-02-01,2026-01-06 03:00:00,21.7614,OK,synthetic
TR-02-01,2026-01-06 04:00:00,21.1415,OK,synthetic
TR-02-01,2026-01-06 05:00:00,20.0898,OK,synthetic
TR-02-01,2026-01-06 06:00:00,41.7303,OK,synthetic
TR-02-01,2026-01-06 07:00:00,37.7916,OK,synthetic
TR-02-01,2026-01-06 08:00:00,38.716,OK,synthetic
TR-02-01,2026-01-06 09:00:00,50.8403,OK,synthetic
TR-02-01,2026-01-06 10:00:00,45.3867,OK,synthetic
TR-02-01,2026-01-06 11:00:00,50.346,OK,synthetic
TR-02-01,2026-01-06 12:00:00,49.668,OK,synthetic
TR-02-01,2026-01-06 13:00:00,47.4864,OK,synthetic
TR-02-01,2026-01-06 14:00:00,48.3754,OK,synthetic
TR-02-01,2026-01-06 15:00:00,50.3193,OK,synthetic
TR-02-01,2026-01-06 16:00:00,44.5856,OK,synthetic
TR-02-01,2026-01-06 17:00:00,44.1017,OK,synthetic
TR-02-01,2026-01-06 18:00:00,68.0894,OK,synthetic
TR-02-01,2026-01-06 19:00:00,59.6302,OK,synthetic
TR-02-01,2026-01-06 20:00:00,63.4114,OK,synthetic
TR-02-01,2026-01-06 21:00:00,60.1724,OK,synthetic
TR-02-01,2026-01-06 22:00:00,62.3032,OK,synthetic
TR-02-01,2026-01-06 23:00:00,33.7128,OK,synthetic
TR-02-01,2026-01-07 00:00:00,21.6248,OK,synthetic
TR-02-01,2026-01-07 01:00:00,21.4852,OK,synthetic
TR-02-01,2026-01-07 02:00:00,23.0942,OK,synthetic
TR-02-01,2026-01-07 03:00:00,21.5464,OK,synthetic
TR-02-01,2026-01-07 04:00:00,20.0178,OK,synthetic
TR-02-01,2026-01-07 05:00:00,21.4051,OK,synthetic
TR-02-01,2026-01-07 06:00:00,42.7018,OK,synthetic
TR-02-01,2026-01-07 07:00:00,36.902,OK,synthetic
TR-02-01,2026-01-07 08:00:00,40.4634,OK,synthetic
TR-02-01,2026-01-07 09:00:00,54.5231,OK,synthetic
TR-02-01,2026-01-07 10:00:00,50.9879,OK,synthetic
TR-02-01,2026-01-07 11:00:00,43.5742,OK,synthetic
TR-02-01,2026-01-07 12:00:00,48.5539,OK,synthetic
TR-02-01,2026-01-07 13:00:00,44.037,OK,synthetic
TR-02-01,2026-01-07 14:00:00,47.2173,OK,synthetic
TR-02-01,2026-01-07 15:00:00,44.2355,OK,synthetic
TR-02-01,2026-01-07 16:00:00,47.4237,OK,synthetic
TR-02-01,2026-01-07 17:00:00,48.4916,OK,synthetic
TR-02-01,2026-01-07 18:00:00,61.1472,OK,synthetic
TR-02-01,2026-01-07 19:00:00,65.4232,OK,synthetic
TR-02-01,2026-01-07 20:00:00,65.3332,OK,synthetic
TR-02-01,2026-01-07 21:00:00,63.3198,OK,synthetic
TR-02-01,2026-01-07 22:00:00,64.1918,OK,synthetic
TR-02-01,2026-01-07 23:00:00,35.8016,OK,synthetic
TR-02-02,2026-01-01 00:00:00,25.8236,OK,synthetic
TR-02-02,2026-01-01 01:00:00,24.3617,OK,synthetic
TR-02-02,2026-01-01 02:00:00,23.2057,OK,synthetic
TR-02-02,2026-01-01 03:00:00,22.7648,OK,synthetic
TR-02-02,2026-01-01 04:00:00,24.0966,OK,synthetic
TR-02-02,2026-01-01 05:00:00,23.0773,OK,synthetic
TR-02-02,2026-01-01 06:00:00,42.5454,OK,synthetic
TR-02-02,2026-01-01 07:00:00,40.6137,OK,synthetic
TR-02-02,2026-01-01 08:00:00,48.0747,OK,synthetic
TR-02-02,2026-01-01 09:00:00,53.5425,OK,synthetic
TR-02-02,2026-01-01 10:00:00,50.9304,OK,synthetic
TR-02-02,2026-01-01 11:00:00,48.2448,OK,synthetic
TR-02-02,2026-01-01 12:00:00,50.5294,OK,synthetic
TR-02-02,2026-01-01 13:00:00,53.4613,OK,synthetic
TR-02-02,2026-01-01 14:00:00,54.1636,OK,synthetic
TR-02-02,2026-01-01 15:00:00,53.254,OK,synthetic
TR-02-02,2026-01-01 16:00:00,56.0119,OK,synthetic
TR-02-02,2026-01-01 17:00:00,49.3583,OK,synthetic
TR-02-02,2026-01-01 18:00:00,78.8608,OK,synthetic
TR-02-02,2026-01-01 19:00:00,73.6131,OK,synthetic
TR-02-02,2026-01-01 20:00:00,68.7946,OK,synthetic
TR-02-02,2026-01-01 21:00:00,72.2058,OK,synthetic
TR-02-02,2026-01-01 22:00:00,78.1999,OK,synthetic
TR-02-02,2026-01-01 23:00:00,38.6085,OK,synthetic
TR-02-02,2026-01-02 00:00:00,23.3393,OK,synthetic
TR-02-02,2026-01-02 01:00:00,24.9037,OK,synthetic
TR-02-02,2026-01-02 02:00:00,25.3541,OK,synthetic
TR-02-02,2026-01-02 03:00:00,22.8038,OK,synthetic
TR-02-02,2026-01-02 04:00:00,23.7871,OK,synthetic
TR-02-02,2026-01-02 05:00:00,24.1044,OK,synthetic
TR-02-02,2026-01-02 06:00:00,42.157,OK,synthetic
TR-02-02,2026-01-02 07:00:00,42.7881,OK,synthetic
TR-02-02,2026-01-02 08:00:00,47.3388,OK,synthetic
TR-02-02,2026-01-02 09:00:00,53.1377,OK,synthetic
TR-02-02,2026-01-02 10:00:00,49.5679,OK,synthetic
TR-02-02,2026-01-02 11:00:00,56.1415,OK,synthetic
TR-02-02,2026-01-02 12:00:00,51.026,OK,synthetic
TR-02-02,2026-01-02 13:00:00,51.8553,OK,synthetic
TR-02-02,2026-01-02 14:00:00,49.7702,OK,synthetic
TR-02-02,2026-01-02 15:00:00,53.1031,OK,synthetic
TR-02-02,2026-01-02 16:00:00,53.6955,OK,synthetic
TR-02-02,2026-01-02 17:00:00,50.4899,OK,synthetic
TR-02-02,2026-01-02 18:00:00,72.3426,OK,synthetic
TR-02-02,2026-01-02 19:00:00,76.6352,OK,synthetic
TR-02-02,2026-01-02 20:00:00,72.3466,OK,synthetic
TR-02-02,2026-01-02 21:00:00,77.3558,OK,synthetic
TR-02-02,2026-01-02 22:00:00,78.4843,OK,synthetic
TR-02-02,2026-01-02 23:00:00,43.506,OK,synthetic
TR-02-02,2026-01-03 00:00:00,22.4097,OK,synthetic
TR-02-02,2026-01-03 01:00:00,24.119,OK,synthetic
TR-02-02,2026-01-03 02:00:00,25.2693,OK,synthetic
TR-02-02,2026-01-03 03:00:00,22.679,OK,synthetic
TR-02-02,2026-01-03 04:00:00,21.23,OK,synthetic
TR-02-02,2026-01-03 05:00:00,22.4526,OK,synthetic
TR-02-02,2026-01-03 06:00:00,40.3964,OK,synthetic
TR-02-02,2026-01-03 07:00:00,41.7387,OK,synthetic
TR-02-02,2026-01-03 08:00:00,41.3053,OK,synthetic
TR-02-02,2026-01-03 09:00:00,53.0953,OK,synthetic
TR-02-02,2026-01-03 10:00:00,47.1302,OK,synthetic
TR-02-02,2026-01-03 11:00:00,49.3174,OK,synthetic
TR-02-02,2026-01-03 12:00:00,48.7275,OK,synthetic
TR-02-02,2026-01-03 13:00:00,49.6078,OK,synthetic
TR-02-02,2026-01-03 14:00:00,48.0096,OK,synthetic
TR-02-02,2026-01-03 15:00:00,49.1106,OK,synthetic
TR-02-02,2026-01-03 16:00:00,54.5254,OK,synthetic
TR-02-02,2026-01-03 17:00:00,49.6984,OK,synthetic
TR-02-02,2026-01-03 18:00:00,71.6583,OK,synthetic
TR-02-02,2026-01-03 19:00:00,58.8805,OK,synthetic
TR-02-02,2026-01-03 20:00:00,61.0034,OK,synthetic
TR-02-02,2026-01-03 21:00:00,65.7006,OK,synthetic
TR-02-02,2026-01-03 22:00:00,64.1003,OK,synthetic
TR-02-02,2026-01-03 23:00:00,36.2281,OK,synthetic
TR-02-02,2026-01-04 00:00:00,23.4435,OK,synthetic
TR-02-02,2026-01-04 01:00:00,20.3909,OK,synthetic
TR-02-02,2026-01-04 02:00:00,23.0106,OK,synthetic
TR-02-02,2026-01-04 03:00:00,23.2312,OK,synthetic
TR-02-02,2026-01-04 04:00:00,24.3366,OK,synthetic
TR-02-02,2026-01-04 05:00:00,22.6604,OK,synthetic
TR-02-02,2026-01-04 06:00:00,39.8926,OK,synthetic
TR-02-02,2026-01-04 07:00:00,40.3769,OK,synthetic
TR-02-02,2026-01-04 08:00:00,42.2501,OK,synthetic
TR-02-02,2026-01-04 09:00:00,50.7398,OK,synthetic
TR-02-02,2026-01-04 10:00:00,55.7246,OK,synthetic
TR-02-02,2026-01-04 11:00:00,48.9215,OK,synthetic
TR-02-02,2026-01-04 12:00:00,44.2611,OK,synthetic
TR-02-02,2026-01-04 13:00:00,55.2662,OK,synthetic
TR-02-02,2026-01-04 14:00:00,46.0917,OK,synthetic
TR-02-02,2026-01-04 15:00:00,50.528,OK,synthetic
TR-02-02,2026-01-04 16:00:00,54.5136,OK,synthetic
TR-02-02,2026-01-04 17:00:00,49.6944,OK,synthetic
TR-02-02,2026-01-04 18:00:00,66.0037,OK,synthetic
TR-02-02,2026-01-04 19:00:00,66.6559,OK,synthetic
TR-02-02,2026-01-04 20:00:00,69.8467,OK,synthetic
TR-02-02,2026-01-04 21:00:00,71.8122,OK,synthetic
TR-02-02,2026-01-04 22:00:00,70.4024,OK,synthetic
TR-02-02,2026-01-04 23:00:00,38.2779,OK,synthetic
TR-02-02,2026-01-05 00:00:00,26.1768,OK,synthetic
TR-02-02,2026-01-05 01:00:00,26.2753,OK,synthetic
TR-02-02,2026-01-05 02:00:00,23.7736,OK,synthetic
TR-02-02,2026-01-05 03:00:00,24.0425,OK,synthetic
TR-02-02,2026-01-05 04:00:00,23.5302,OK,synthetic
TR-02-02,2026-01-05 05:00:00,25.4186,OK,synthetic
TR-02-02,2026-01-05 06:00:00,45.4066,OK,synthetic
TR-02-02,2026-01-05 07:00:00,48.3285,OK,synthetic
TR-02-02,2026-01-05 08:00:00,44.0373,OK,synthetic
TR-02-02,2026-01-05 09:00:00,54.0263,OK,synthetic
TR-02-02,2026-01-05 10:00:00,52.2461,OK,synthetic
TR-02-02,2026-01-05 11:00:00,57.7612,OK,synthetic
TR-02-02,2026-01-05 12:00:00,59.2268,OK,synthetic
TR-02-02,2026-01-05 13:00:00,51.7712,OK,synthetic
TR-02-02,2026-01-05 14:00:00,54.6118,OK,synthetic
TR-02-02,2026-01-05 15:00:00,51.4989,OK,synthetic
TR-02-02,2026-01-05 16:00:00,49.0995,OK,synthetic
TR-02-02,2026-01-05 17:00:00,49.5264,OK,synthetic
TR-02-02,2026-01-05 18:00:00,67.0305,OK,synthetic
TR-02-02,2026-01-05 19:00:00,74.8128,OK,synthetic
TR-02-02,2026-01-05 20:00:00,69.3328,OK,synthetic
TR-02-02,2026-01-05 21:00:00,71.9355,OK,synthetic
TR-02-02,2026-01-05 22:00:00,71.4097,OK,synthetic
TR-02-02,2026-01-05 23:00:00,39.7501,OK,synthetic
TR-02-02,2026-01-06 00:00:00,21.4575,OK,synthetic
TR-02-02,2026-01-06 01:00:00,21.8458,OK,synthetic
TR-02-02,2026-01-06 02:00:00,23.9646,OK,synthetic
TR-02-02,2026-01-06 03:00:00,25.9677,OK,synthetic
TR-02-02,2026-01-06 04:00:00,22.6644,OK,synthetic
TR-02-02,2026-01-06 05:00:00,23.5413,OK,synthetic
TR-02-02,2026-01-06 06:00:00,47.9238,OK,synthetic
TR-02-02,2026-01-06 07:00:00,41.5093,OK,synthetic
TR-02-02,2026-01-06 08:00:00,41.1772,OK,synthetic
TR-02-02,2026-01-06 09:00:00,54.8016,OK,synthetic
TR-02-02,2026-01-06 10:00:00,51.531,OK,synthetic
TR-02-02,2026-01-06 11:00:00,50.4655,OK,synthetic
TR-02-02,2026-01-06 12:00:00,47.6955,OK,synthetic
TR-02-02,2026-01-06 13:00:00,46.8649,OK,synthetic
TR-02-02,2026-01-06 14:00:00,56.6132,OK,synthetic
TR-02-02,2026-01-06 15:00:00,51.0208,OK,synthetic
TR-02-02,2026-01-06 16:00:00,58.9799,OK,synthetic
TR-02-02,2026-01-06 17:00:00,50.1935,OK,synthetic
TR-02-02,2026-01-06 18:00:00,75.2761,OK,synthetic
TR-02-02,2026-01-06 19:00:00,75.6097,OK,synthetic
TR-02-02,2026-01-06 20:00:00,79.2941,OK,synthetic
TR-02-02,2026-01-06 21:00:00,69.669,OK,synthetic
TR-02-02,2026-01-06 22:00:00,68.9424,OK,synthetic
TR-02-02,2026-01-06 23:00:00,39.9395,OK,synthetic
TR-02-02,2026-01-07 00:00:00,24.4074,OK,synthetic
TR-02-02,2026-01-07 01:00:00,21.1367,OK,synthetic
TR-02-02,2026-01-07 02:00:00,23.6114,OK,synthetic
TR-02-02,2026-01-07 03:00:00,26.1379,OK,synthetic
TR-02-02,2026-01-07 04:00:00,23.7082,OK,synthetic
TR-02-02,2026-01-07 05:00:00,24.2837,OK,synthetic
TR-02-02,2026-01-07 06:00:00,48.0721,OK,synthetic
TR-02-02,2026-01-07 07:00:00,43.8982,OK,synthetic
TR-02-02,2026-01-07 08:00:00,46.9358,OK,synthetic
TR-02-02,2026-01-07 09:00:00,47.4763,OK,synthetic
TR-02-02,2026-01-07 10:00:00,55.1901,OK,synthetic
TR-02-02,2026-01-07 11:00:00,52.7031,OK,synthetic
TR-02-02,2026-01-07 12:00:00,53.7094,OK,synthetic
TR-02-02,2026-01-07 13:00:00,55.2458,OK,synthetic
TR-02-02,2026-01-07 14:00:00,54.3717,OK,synthetic
TR-02-02,2026-01-07 15:00:00,50.704,OK,synthetic
TR-02-02,2026-01-07 16:00:00,51.0428,OK,synthetic
TR-02-02,2026-01-07 17:00:00,52.5615,OK,synthetic
TR-02-02,2026-01-07 18:00:00,68.9392,OK,synthetic
TR-02-02,2026-01-07 19:00:00,72.7461,OK,synthetic
TR-02-02,2026-01-07 20:00:00,70.2312,OK,synthetic
TR-02-02,2026-01-07 21:00:00,74.8637,OK,synthetic
TR-02-02,2026-01-07 22:00:00,67.8774,OK,synthetic
TR-02-02,2026-01-07 23:00:00,39.0947,OK,synthetic
TR-02-03,2026-01-01 00:00:00,38.692,OK,synthetic
TR-02-03,2026-01-01 01:00:00,37.6933,OK,synthetic
TR-02-03,2026-01-01 02:00:00,35.0381,OK,synthetic
TR-02-03,2026-01-01 03:00:00,33.3888,OK,synthetic
TR-02-03,2026-01-01 04:00:00,36.3915,OK,synthetic
TR-02-03,2026-01-01 05:00:00,38.6297,OK,synthetic
TR-02-03,2026-01-01 06:00:00,64.7544,OK,synthetic
TR-02-03,2026-01-01 07:00:00,63.2039,OK,synthetic
