meter_id,reading_timestamp,energy_kwh,voltage_v,current_a,power_factor,quality_flag,source
SM-01-01-005,2026-01-01 09:00:00,2.0421,116.18,16.43,0.971,OK,synthetic
SM-01-01-005,2026-01-01 10:00:00,2.0526,116.11,5.05,0.962,OK,synthetic
SM-01-01-005,2026-01-01 11:00:00,1.9076,122.66,7.07,0.946,OK,synthetic
SM-01-01-005,2026-01-01 12:00:00,1.8724,116.78,8.56,0.94,OK,synthetic
SM-01-01-005,2026-01-01 13:00:00,2.2055,117.49,8.39,0.925,OK,synthetic
SM-01-01-005,2026-01-01 14:00:00,1.8456,119.68,7.5,0.951,OK,synthetic
SM-01-01-005,2026-01-01 15:00:00,1.872,119.89,6.61,0.953,OK,synthetic
SM-01-01-005,2026-01-01 16:00:00,1.9135,116.65,10.06,1.0,OK,synthetic
SM-01-01-005,2026-01-01 17:00:00,2.0669,119.0,13.33,0.94,OK,synthetic
SM-01-01-005,2026-01-01 18:00:00,2.3014,120.06,9.68,0.957,OK,synthetic
SM-01-01-005,2026-01-01 19:00:00,2.4841,120.02,6.82,0.935,OK,synthetic
SM-01-01-005,2026-01-01 20:00:00,3.3726,116.61,7.82,0.931,OK,synthetic
SM-01-01-005,2026-01-01 21:00:00,2.7293,118.22,11.85,0.935,OK,synthetic
SM-01-01-005,2026-01-01 22:00:00,2.3627,119.23,10.71,0.953,OK,synthetic
SM-01-01-005,2026-01-01 23:00:00,1.5853,124.62,17.21,0.932,OK,synthetic
SM-01-01-005,2026-01-02 00:00:00,0.798,123.02,12.28,0.94,OK,synthetic
SM-01-01-005,2026-01-02 01:00:00,1.0208,125.66,17.59,0.919,OK,synthetic
SM-01-01-005,2026-01-02 02:00:00,0.8604,123.36,10.81,0.938,OK,synthetic
SM-01-01-005,2026-01-02 03:00:00,0.8475,117.41,10.03,0.975,OK,synthetic
SM-01-01-005,2026-01-02 04:00:00,1.0247,117.18,10.57,0.966,OK,synthetic
SM-01-01-005,2026-01-02 05:00:00,0.7615,123.18,14.04,1.0,OK,synthetic
SM-01-01-005,2026-01-02 06:00:00,1.5954,120.96,13.36,0.99,OK,synthetic
SM-01-01-005,2026-01-02 07:00:00,1.208,114.75,14.52,0.897,OK,synthetic
SM-01-01-005,2026-01-02 08:00:00,1.5986,118.24,13.43,0.927,OK,synthetic
SM-01-01-005,2026-01-02 09:00:00,1.936,120.81,11.24,0.916,OK,synthetic
SM-01-01-005,2026-01-02 10:00:00,1.8789,119.91,18.32,0.92,OK,synthetic
SM-01-01-005,2026-01-02 11:00:00,2.061,120.69,11.83,0.931,OK,synthetic
SM-01-01-005,2026-01-02 12:00:00,1.9877,124.91,11.11,0.939,OK,synthetic
SM-01-01-005,2026-01-02 13:00:00,2.0571,115.56,14.21,0.914,OK,synthetic
SM-01-01-005,2026-01-02 14:00:00,2.1483,123.69,15.01,0.997,OK,synthetic
SM-01-01-005,2026-01-02 15:00:00,1.9399,120.35,16.42,0.98,OK,synthetic
SM-01-01-005,2026-01-02 16:00:00,2.0084,118.06,12.2,0.952,OK,synthetic
SM-01-01-005,2026-01-02 17:00:00,1.8292,125.89,8.77,0.945,OK,synthetic
SM-01-01-005,2026-01-02 18:00:00,2.3086,117.3,15.23,0.956,OK,synthetic
SM-01-01-005,2026-01-02 19:00:00,2.9544,120.37,11.7,0.956,OK,synthetic
SM-01-01-005,2026-01-02 20:00:00,2.8498,119.51,9.07,0.841,OK,synthetic
SM-01-01-005,2026-01-02 21:00:00,2.7012,112.75,7.45,0.936,OK,synthetic
SM-01-01-005,2026-01-02 22:00:00,2.9503,129.4,13.03,0.88,OK,synthetic
SM-01-01-005,2026-01-03 00:00:00,0.797,121.94,9.34,0.953,OK,synthetic
SM-01-01-005,2026-01-03 01:00:00,0.7522,113.81,11.29,0.934,OK,synthetic
SM-01-01-005,2026-01-03 02:00:00,0.7993,113.06,9.57,0.966,OK,synthetic
SM-01-01-005,2026-01-03 03:00:00,0.8317,119.41,13.02,0.947,OK,synthetic
SM-01-01-005,2026-01-03 04:00:00,0.9091,115.02,13.66,0.918,OK,synthetic
SM-01-01-005,2026-01-03 05:00:00,0.7917,125.86,9.72,0.894,OK,synthetic
SM-01-01-005,2026-01-03 06:00:00,1.6929,125.26,3.57,0.932,OK,synthetic
SM-01-01-005,2026-01-03 07:00:00,1.6012,118.04,9.93,0.895,OK,synthetic
SM-01-01-005,2026-01-03 08:00:00,1.8773,118.58,11.86,0.93,OK,synthetic
SM-01-01-005,2026-01-03 09:00:00,1.7752,128.59,9.44,0.887,OK,synthetic
SM-01-01-005,2026-01-03 10:00:00,1.7689,124.48,17.44,0.95,OK,synthetic
SM-01-01-005,2026-01-03 11:00:00,1.5858,120.67,14.63,0.95,OK,synthetic
SM-01-01-005,2026-01-03 12:00:00,1.8206,126.33,13.96,1.0,OK,synthetic
SM-01-01-005,2026-01-03 13:00:00,1.4479,116.95,14.91,0.91,OK,synthetic
SM-01-01-005,2026-01-03 14:00:00,1.9339,113.15,9.27,0.96,OK,synthetic
SM-01-01-005,2026-01-03 15:00:00,1.8514,127.71,11.11,0.889,OK,synthetic
SM-01-01-005,2026-01-03 16:00:00,1.5743,114.31,6.79,0.918,OK,synthetic
SM-01-01-005,2026-01-03 17:00:00,1.6764,116.03,11.96,0.922,OK,synthetic
SM-01-01-005,2026-01-03 18:00:00,2.0429,123.14,9.54,0.942,OK,synthetic
SM-01-01-005,2026-01-03 19:00:00,2.3003,119.64,16.04,0.926,OK,synthetic
SM-01-01-005,2026-01-03 20:00:00,1.9405,119.65,8.2,0.932,OK,synthetic
SM-01-01-005,2026-01-03 21:00:00,2.4838,122.73,18.89,0.96,OK,synthetic
SM-01-01-005,2026-01-03 22:00:00,2.7038,126.12,9.77,0.961,OK,synthetic
SM-01-01-005,2026-01-03 23:00:00,5.9966,116.89,10.02,0.915,ANOMALY,synthetic
SM-01-01-005,2026-01-04 00:00:00,0.8107,117.51,10.07,0.975,OK,synthetic
SM-01-01-005,2026-01-04 01:00:00,0.7403,122.63,12.8,0.916,OK,synthetic
SM-01-01-005,2026-01-04 02:00:00,0.8517,120.55,13.62,0.99,OK,synthetic
SM-01-01-005,2026-01-04 03:00:00,0.7383,120.8,6.97,0.96,OK,synthetic
SM-01-01-005,2026-01-04 04:00:00,0.8189,123.21,13.18,0.904,OK,synthetic
SM-01-01-005,2026-01-04 05:00:00,0.761,119.39,7.04,0.918,OK,synthetic
SM-01-01-005,2026-01-04 06:00:00,1.4753,112.41,12.93,0.948,OK,synthetic
SM-01-01-005,2026-01-04 07:00:00,1.5664,113.48,11.25,0.894,OK,synthetic
SM-01-01-005,2026-01-04 08:00:00,1.3578,126.67,9.67,0.965,OK,synthetic
SM-01-01-005,2026-01-04 09:00:00,1.7841,124.79,11.37,0.931,OK,synthetic
SM-01-01-005,2026-01-04 10:00:00,1.7223,119.51,15.34,0.898,OK,synthetic
SM-01-01-005,2026-01-04 11:00:00,1.6652,117.56,9.44,0.937,OK,synthetic
SM-01-01-005,2026-01-04 12:00:00,1.559,117.35,13.49,0.92,OK,synthetic
SM-01-01-005,2026-01-04 13:00:00,1.7004,110.1,11.16,0.914,OK,synthetic
SM-01-01-005,2026-01-04 14:00:00,1.5624,120.35,10.15,0.971,OK,synthetic
SM-01-01-005,2026-01-04 15:00:00,1.8528,120.7,11.88,0.928,OK,synthetic
SM-01-01-005,2026-01-04 16:00:00,1.7896,120.98,12.78,0.995,OK,synthetic
SM-01-01-005,2026-01-04 17:00:00,2.0064,115.87,9.2,0.973,OK,synthetic
SM-01-01-005,2026-01-04 18:00:00,2.3872,120.17,13.06,0.897,OK,synthetic
SM-01-01-005,2026-01-04 19:00:00,1.9778,116.83,14.19,0.936,OK,synthetic
SM-01-01-005,2026-01-04 20:00:00,2.6034,119.92,11.3,0.977,OK,synthetic
SM-01-01-005,2026-01-04 21:00:00,2.3252,117.47,5.76,0.966,OK,synthetic
SM-01-01-005,2026-01-04 22:00:00,2.6958,119.57,8.98,0.934,OK,synthetic
SM-01-01-005,2026-01-04 23:00:00,1.1963,121.89,7.7,0.949,OK,synthetic
SM-01-01-005,2026-01-05 00:00:00,0.9388,115.45,13.19,0.962,OK,synthetic
SM-01-01-005,2026-01-05 01:00:00,0.8662,117.77,13.47,0.865,OK,synthetic
SM-01-01-005,2026-01-05 02:00:00,0.8067,120.39,16.44,0.91,OK,synthetic
SM-01-01-005,2026-01-05 03:00:00,0.8083,126.96,7.8,0.941,OK,synthetic
SM-01-01-005,2026-01-05 04:00:00,0.86,125.56,10.22,0.906,OK,synthetic
SM-01-01-005,2026-01-05 05:00:00,0.9408,121.51,11.85,0.923,OK,synthetic
SM-01-01-005,2026-01-05 06:00:00,1.6641,119.73,13.89,0.909,OK,synthetic
SM-01-01-005,2026-01-05 07:00:00,1.6066,125.41,15.86,0.939,OK,synthetic
SM-01-01-005,2026-01-05 08:00:00,1.5436,120.67,12.39,0.925,OK,synthetic
SM-01-01-005,2026-01-05 09:00:00,1.7605,122.93,15.05,0.942,OK,synthetic
SM-01-01-005,2026-01-05 10:00:00,1.7204,114.16,8.05,0.97,OK,synthetic
SM-01-01-005,2026-01-05 11:00:00,2.0402,122.1,10.53,0.849,OK,synthetic
SM-01-01-005,2026-01-05 13:00:00,1.8511,115.72,12.65,0.965,OK,synthetic
SM-01-01-005,2026-01-05 14:00:00,1.8304,118.5,15.48,0.953,OK,synthetic
SM-01-01-005,2026-01-05 15:00:00,2.0413,124.59,17.85,0.946,OK,synthetic
SM-01-01-005,2026-01-05 16:00:00,1.9765,118.32,14.62,0.918,OK,synthetic
SM-01-01-005,2026-01-05 17:00:00,1.9816,119.28,6.15,0.942,OK,synthetic
SM-01-01-005,2026-01-05 18:00:00,2.866,121.72,9.33,0.968,OK,synthetic
SM-01-01-005,2026-01-05 19:00:00,2.4951,116.4,13.29,0.856,OK,synthetic
SM-01-01-005,2026-01-05 20:00:00,2.6115,125.27,9.55,0.954,OK,synthetic
SM-01-01-005,2026-01-05 21:00:00,2.3321,115.88,12.9,0.959,OK,synthetic
SM-01-01-005,2026-01-05 22:00:00,2.4927,117.84,11.58,0.965,OK,synthetic
SM-01-01-005,2026-01-05 23:00:00,1.4422,116.64,11.64,0.931,OK,synthetic
SM-01-01-005,2026-01-06 00:00:00,0.8473,117.16,9.87,0.942,OK,synthetic
SM-01-01-005,2026-01-06 01:00:00,0.8715,119.08,9.15,0.999,OK,synthetic
SM-01-01-005,2026-01-06 02:00:00,1.043,117.11,19.14,0.938,OK,synthetic
SM-01-01-005,2026-01-06 03:00:00,0.9811,124.41,9.73,0.914,OK,synthetic
SM-01-01-005,2026-01-06 04:00:00,0.9302,125.88,14.76,0.951,OK,synthetic
SM-01-01-005,2026-01-06 05:00:00,0.8562,117.2,11.21,0.928,OK,synthetic
SM-01-01-005,2026-01-06 06:00:00,1.9365,125.88,7.46,0.949,OK,synthetic
SM-01-01-005,2026-01-06 07:00:00,1.9705,113.55,8.41,0.997,OK,synthetic
SM-01-01-005,2026-01-06 08:00:00,1.4875,115.0,15.37,0.932,OK,synthetic
SM-01-01-005,2026-01-06 09:00:00,1.8147,120.21,13.28,0.924,OK,synthetic
SM-01-01-005,2026-01-06 10:00:00,2.0775,120.86,10.52,0.96,OK,synthetic
SM-01-01-005,2026-01-06 11:00:00,1.769,124.77,11.14,0.902,OK,synthetic
SM-01-01-005,2026-01-06 12:00:00,2.118,127.63,12.64,0.869,OK,synthetic
SM-01-01-005,2026-01-06 13:00:00,2.0225,118.66,12.61,0.84,OK,synthetic
SM-01-01-005,2026-01-06 14:00:00,1.6862,121.33,13.87,0.943,OK,synthetic
SM-01-01-005,2026-01-06 15:00:00,1.9992,118.03,8.48,0.992,OK,synthetic
SM-01-01-005,2026-01-06 16:00:00,1.7912,120.92,9.86,0.952,OK,synthetic
SM-01-01-005,2026-01-06 17:00:00,2.1884,119.04,14.65,0.933,OK,synthetic
SM-01-01-005,2026-01-06 18:00:00,2.5705,121.72,7.25,0.964,OK,synthetic
SM-01-01-005,2026-01-06 19:00:00,2.4757,124.29,13.89,0.926,OK,synthetic
SM-01-01-005,2026-01-06 20:00:00,2.5186,122.19,11.85,0.942,OK,synthetic
SM-01-01-005,2026-01-06 21:00:00,2.9663,124.51,8.5,0.93,OK,synthetic
SM-01-01-005,2026-01-06 22:00:00,2.6888,114.36,11.41,0.887,OK,synthetic
SM-01-01-005,2026-01-06 23:00:00,1.4163,110.87,15.09,0.989,OK,synthetic
SM-01-01-005,2026-01-07 00:00:00,0.8014,113.81,19.44,0.947,OK,synthetic
SM-01-01-005,2026-01-07 01:00:00,0.9877,124.56,18.16,0.928,OK,synthetic
SM-01-01-005,2026-01-07 02:00:00,0.8261,116.02,12.21,0.908,OK,synthetic
SM-01-01-005,2026-01-07 03:00:00,0.876,127.55,12.81,0.909,OK,synthetic
SM-01-01-005,2026-01-07 04:00:00,0.9339,122.81,8.97,0.926,OK,synthetic
SM-01-01-005,2026-01-07 05:00:00,0.6763,121.59,17.09,0.973,OK,synthetic
SM-01-01-005,2026-01-07 06:00:00,1.4756,119.49,11.61,0.898,OK,synthetic
SM-01-01-005,2026-01-07 07:00:00,1.7312,120.83,17.47,0.962,OK,synthetic
SM-01-01-005,2026-01-07 08:00:00,1.5479,122.25,10.89,0.923,OK,synthetic
SM-01-01-005,2026-01-07 09:00:00,1.6766,116.44,12.25,0.961,OK,synthetic
SM-01-01-005,2026-01-07 10:00:00,2.1035,126.74,15.08,0.907,OK,synthetic
SM-01-01-005,2026-01-07 11:00:00,2.2372,120.82,8.53,1.0,OK,synthetic
SM-01-01-005,2026-01-07 12:00:00,2.0895,123.54,10.48,0.914,OK,synthetic
SM-01-01-005,2026-01-07 13:00:00,2.1554,117.13,9.96,0.928,OK,synthetic
SM-01-01-005,2026-01-07 14:00:00,2.1492,119.42,9.78,0.932,OK,synthetic
SM-01-01-005,2026-01-07 15:00:00,1.8267,118.89,10.7,0.926,OK,synthetic
SM-01-01-005,2026-01-07 16:00:00,1.9751,123.11,13.02,0.917,OK,synthetic
SM-01-01-005,2026-01-07 19:00:00,2.0333,119.28,16.34,0.907,OK,synthetic
SM-01-01-005,2026-01-07 20:00:00,2.677,121.78,11.32,0.89,OK,synthetic
SM-01-01-005,2026-01-07 21:00:00,2.0964,116.19,16.11,0.904,OK,synthetic
SM-01-01-005,2026-01-07 22:00:00,2.3351,120.65,11.19,0.958,OK,synthetic
SM-01-01-005,2026-01-07 23:00:00,1.3763,112.25,12.57,0.885,OK,synthetic
SM-01-01-006,2026-01-01 00:00:00,0.6153,120.12,11.06,0.901,OK,synthetic
SM-01-01-006,2026-01-01 01:00:00,0.564,117.81,12.31,0.935,OK,synthetic
SM-01-01-006,2026-01-01 02:00:00,0.7019,113.85,14.3,0.94,OK,synthetic
SM-01-01-006,2026-01-01 03:00:00,0.5586,120.91,5.47,0.921,OK,synthetic
SM-01-01-006,2026-01-01 04:00:00,0.6516,124.86,21.0,0.903,OK,synthetic
SM-01-01-006,2026-01-01 05:00:00,0.5441,121.51,9.85,0.91,OK,synthetic
SM-01-01-006,2026-01-01 07:00:00,1.1266,116.26,15.8,0.927,OK,synthetic
SM-01-01-006,2026-01-01 08:00:00,0.9426,126.62,11.18,0.922,OK,synthetic
SM-01-01-006,2026-01-01 09:00:00,1.4554,119.11,11.23,0.861,OK,synthetic
SM-01-01-006,2026-01-01 10:00:00,1.2704,118.53,17.19,0.906,OK,synthetic
SM-01-01-006,2026-01-01 11:00:00,1.6448,120.76,6.99,0.936,OK,synthetic
SM-01-01-006,2026-01-01 12:00:00,1.2746,121.3,6.91,0.886,OK,synthetic
SM-01-01-006,2026-01-01 13:00:00,1.2782,117.53,5.58,0.961,OK,synthetic
SM-01-01-006,2026-01-01 14:00:00,1.4977,120.66,14.76,0.993,OK,synthetic
SM-01-01-006,2026-01-01 15:00:00,1.1414,123.82,15.58,0.921,OK,synthetic
SM-01-01-006,2026-01-01 16:00:00,1.3611,119.08,6.14,0.905,OK,synthetic
SM-01-01-006,2026-01-01 17:00:00,1.6131,120.54,12.88,0.996,OK,synthetic
SM-01-01-006,2026-01-01 18:00:00,2.1673,122.1,15.08,0.926,OK,synthetic
SM-01-01-006,2026-01-01 19:00:00,1.8356,114.65,14.08,0.928,OK,synthetic
SM-01-01-006,2026-01-01 20:00:00,1.7824,129.19,8.48,1.0,OK,synthetic
SM-01-01-006,2026-01-01 21:00:00,1.5867,118.64,11.57,0.873,OK,synthetic
SM-01-01-006,2026-01-01 22:00:00,1.8018,115.86,11.54,0.983,OK,synthetic
SM-01-01-006,2026-01-01 23:00:00,1.1406,117.5,7.71,0.957,OK,synthetic
SM-01-01-006,2026-01-02 00:00:00,0.5454,125.91,14.27,0.885,OK,synthetic
SM-01-01-006,2026-01-02 01:00:00,0.6528,121.74,9.7,0.913,OK,synthetic
SM-01-01-006,2026-01-02 02:00:00,0.581,129.7,9.0,0.93,OK,synthetic
SM-01-01-006,2026-01-02 03:00:00,0.5996,119.13,10.16,0.923,OK,synthetic
SM-01-01-006,2026-01-02 04:00:00,0.6001,120.33,14.19,0.926,OK,synthetic
SM-01-01-006,2026-01-02 05:00:00,0.6053,115.64,9.38,0.938,OK,synthetic
SM-01-01-006,2026-01-02 06:00:00,1.1307,116.81,9.71,0.908,OK,synthetic
SM-01-01-006,2026-01-02 07:00:00,1.291,127.28,10.64,0.954,OK,synthetic
SM-01-01-006,2026-01-02 08:00:00,1.0657,117.53,7.03,0.952,OK,synthetic
SM-01-01-006,2026-01-02 09:00:00,1.6254,121.07,11.79,0.916,OK,synthetic
SM-01-01-006,2026-01-02 10:00:00,1.3832,119.49,13.37,0.916,OK,synthetic
SM-01-01-006,2026-01-02 11:00:00,1.6184,122.47,7.01,0.87,OK,synthetic
SM-01-01-006,2026-01-02 12:00:00,1.4453,118.92,14.11,0.944,OK,synthetic
SM-01-01-006,2026-01-02 13:00:00,1.1801,113.71,10.59,0.902,OK,synthetic
SM-01-01-006,2026-01-02 14:00:00,1.4128,119.82,12.61,0.909,OK,synthetic
SM-01-01-006,2026-01-02 15:00:00,1.4961,117.41,11.78,0.925,OK,synthetic
SM-01-01-006,2026-01-02 16:00:00,1.3847,119.54,14.39,0.937,OK,synthetic
SM-01-01-006,2026-01-02 17:00:00,1.6568,129.27,13.13,0.926,OK,synthetic
SM-01-01-006,2026-01-02 18:00:00,1.7148,126.91,15.86,0.977,OK,synthetic
SM-01-01-006,2026-01-02 19:00:00,1.665,118.6,10.62,0.886,OK,synthetic
SM-01-01-006,2026-01-02 20:00:00,1.9003,120.38,10.01,0.938,OK,synthetic
SM-01-01-006,2026-01-02 21:00:00,1.7442,129.82,14.15,0.939,OK,synthetic
SM-01-01-006,2026-01-02 22:00:00,2.1283,116.03,15.03,0.929,OK,synthetic
SM-01-01-006,2026-01-02 23:00:00,1.1142,112.81,11.82,0.955,OK,synthetic
SM-01-01-006,2026-01-03 00:00:00,0.6961,124.32,11.08,0.946,OK,synthetic
SM-01-01-006,2026-01-03 01:00:00,0.0506,118.37,10.74,0.965,ANOMALY,synthetic
SM-01-01-006,2026-01-03 02:00:00,0.6374,122.98,9.19,0.892,OK,synthetic
SM-01-01-006,2026-01-03 03:00:00,0.582,127.49,12.8,0.98,OK,synthetic
SM-01-01-006,2026-01-03 04:00:00,0.6056,125.82,18.3,0.936,OK,synthetic
SM-01-01-006,2026-01-03 05:00:00,0.5611,121.74,14.02,0.957,OK,synthetic
SM-01-01-006,2026-01-03 06:00:00,1.2191,121.66,13.28,0.917,OK,synthetic
SM-01-01-006,2026-01-03 07:00:00,1.1536,116.23,14.66,0.972,OK,synthetic
SM-01-01-006,2026-01-03 08:00:00,1.3325,121.52,13.3,0.925,OK,synthetic
SM-01-01-006,2026-01-03 09:00:00,1.2366,117.93,13.96,0.883,OK,synthetic
SM-01-01-006,2026-01-03 10:00:00,1.4601,121.62,14.85,0.931,OK,synthetic
SM-01-01-006,2026-01-03 11:00:00,1.0299,119.21,10.88,0.916,OK,synthetic
SM-01-01-006,2026-01-03 12:00:00,1.1611,120.17,10.52,0.908,OK,synthetic
SM-01-01-006,2026-01-03 13:00:00,1.4237,120.17,10.73,0.952,OK,synthetic
SM-01-01-006,2026-01-03 14:00:00,1.2222,117.2,8.22,0.908,OK,synthetic
SM-01-01-006,2026-01-03 15:00:00,1.4572,118.7,15.09,0.926,OK,synthetic
SM-01-01-006,2026-01-03 16:00:00,1.0881,121.47,11.22,0.896,OK,synthetic
SM-01-01-006,2026-01-03 17:00:00,1.2519,120.31,5.0,0.93,OK,synthetic
SM-01-01-006,2026-01-03 18:00:00,1.7883,126.31,11.94,0.927,OK,synthetic
SM-01-01-006,2026-01-03 19:00:00,1.4884,113.82,12.01,0.914,OK,synthetic
SM-01-01-006,2026-01-03 20:00:00,1.8242,116.43,5.0,0.926,OK,synthetic
SM-01-01-006,2026-01-03 21:00:00,1.7403,120.33,6.59,0.904,OK,synthetic
SM-01-01-006,2026-01-03 22:00:00,1.7373,120.63,11.11,0.956,OK,synthetic
SM-01-01-006,2026-01-03 23:00:00,0.9446,121.16,14.79,0.951,OK,synthetic
SM-01-01-006,2026-01-04 00:00:00,0.4897,117.27,10.47,0.956,OK,synthetic
SM-01-01-006,2026-01-04 01:00:00,0.5216,113.96,11.21,0.874,OK,synthetic
SM-01-01-006,2026-01-04 02:00:00,0.5526,117.34,8.49,0.928,OK,synthetic
SM-01-01-006,2026-01-04 03:00:00,0.6685,126.48,12.75,0.97,OK,synthetic
SM-01-01-006,2026-01-04 04:00:00,0.5854,120.73,9.16,0.932,OK,synthetic
SM-01-01-006,2026-01-04 05:00:00,0.5966,120.32,12.27,0.937,OK,synthetic
SM-01-01-006,2026-01-04 06:00:00,1.0154,122.58,15.22,0.952,OK,synthetic
SM-01-01-006,2026-01-04 07:00:00,1.294,125.49,14.38,0.969,OK,synthetic
SM-01-01-006,2026-01-04 08:00:00,1.1257,124.92,6.86,0.946,OK,synthetic
SM-01-01-006,2026-01-04 09:00:00,1.0354,123.65,13.76,0.94,OK,synthetic
SM-01-01-006,2026-01-04 10:00:00,1.2616,122.45,15.04,0.93,OK,synthetic
SM-01-01-006,2026-01-04 11:00:00,1.1058,114.99,5.81,0.932,OK,synthetic
SM-01-01-006,2026-01-04 12:00:00,1.3917,115.66,16.47,0.905,OK,synthetic
SM-01-01-006,2026-01-04 13:00:00,1.4411,110.56,16.5,0.914,OK,synthetic
SM-01-01-006,2026-01-04 14:00:00,1.5033,119.43,9.11,0.94,OK,synthetic
SM-01-01-006,2026-01-04 15:00:00,1.1812,118.52,7.52,0.88,OK,synthetic
SM-01-01-006,2026-01-04 16:00:00,1.2076,110.4,8.3,0.925,OK,synthetic
SM-01-01-006,2026-01-04 17:00:00,1.1306,115.91,12.2,0.937,OK,synthetic
SM-01-01-006,2026-01-04 18:00:00,1.7458,117.26,17.67,0.92,OK,synthetic
SM-01-01-006,2026-01-04 19:00:00,2.1149,121.39,7.46,0.87,OK,synthetic
SM-01-01-006,2026-01-04 20:00:00,1.7806,122.13,10.93,0.93,OK,synthetic
SM-01-01-006,2026-01-04 21:00:00,1.641,117.7,12.04,0.924,OK,synthetic
SM-01-01-006,2026-01-04 22:00:00,1.8145,122.88,6.46,0.916,OK,synthetic
SM-01-01-006,2026-01-04 23:00:00,1.0163,121.0,12.29,0.896,OK,synthetic
SM-01-01-006,2026-01-05 00:00:00,0.6756,120.26,16.17,0.929,OK,synthetic
SM-01-01-006,2026-01-05 01:00:00,0.6981,121.93,14.45,0.918,OK,synthetic
SM-01-01-006,2026-01-05 02:00:00,0.7397,116.36,13.2,0.933,OK,synthetic
SM-01-01-006,2026-01-05 03:00:00,0.6831,120.09,16.05,0.962,OK,synthetic
SM-01-01-006,2026-01-05 04:00:00,0.6055,121.76,8.94,0.924,OK,synthetic
SM-01-01-006,2026-01-05 05:00:00,0.5828,113.7,14.67,0.963,OK,synthetic
SM-01-01-006,2026-01-05 06:00:00,1.4306,120.9,14.03,0.888,OK,synthetic
SM-01-01-006,2026-01-05 07:00:00,0.8794,123.55,11.59,0.921,OK,synthetic
SM-01-01-006,2026-01-05 08:00:00,1.1893,113.73,11.43,0.927,OK,synthetic
SM-01-01-006,2026-01-05 09:00:00,1.3521,120.77,12.38,0.913,OK,synthetic
SM-01-01-006,2026-01-05 10:00:00,1.3691,117.8,17.24,0.963,OK,synthetic
SM-01-01-006,2026-01-05 11:00:00,1.658,124.58,10.11,0.929,OK,synthetic
SM-01-01-006,2026-01-05 12:00:00,1.2854,115.22,13.2,0.93,OK,synthetic
SM-01-01-006,2026-01-05 13:00:00,1.3431,117.97,17.14,0.926,OK,synthetic
SM-01-01-006,2026-01-05 14:00:00,1.1941,116.63,9.76,0.924,OK,synthetic
SM-01-01-006,2026-01-05 15:00:00,1.5333,117.19,7.09,0.926,OK,synthetic
SM-01-01-006,2026-01-05 16:00:00,1.5639,119.3,11.81,0.954,OK,synthetic
SM-01-01-006,2026-01-05 17:00:00,1.2777,118.49,8.6,0.859,OK,synthetic
SM-01-01-006,2026-01-05 18:00:00,2.0929,123.22,10.97,0.882,OK,synthetic
SM-01-01-006,2026-01-05 19:00:00,1.884,121.63,13.09,0.878,OK,synthetic
SM-01-01-006,2026-01-05 20:00:00,1.97,111.77,19.19,0.921,OK,synthetic
SM-01-01-006,2026-01-05 21:00:00,1.531,122.01,9.63,0.967,OK,synthetic
SM-01-01-006,2026-01-05 23:00:00,1.1134,116.62,13.88,0.928,OK,synthetic
SM-01-01-006,2026-01-06 00:00:00,0.7056,121.89,8.68,0.943,OK,synthetic
SM-01-01-006,2026-01-06 01:00:00,0.6191,121.41,12.12,0.975,OK,synthetic
SM-01-01-006,2026-01-06 02:00:00,0.6253,125.7,12.58,0.92,OK,synthetic
SM-01-01-006,2026-01-06 03:00:00,0.5905,117.13,6.53,0.946,OK,synthetic
SM-01-01-006,2026-01-06 04:00:00,0.6155,119.7,7.72,0.964,OK,synthetic
SM-01-01-006,2026-01-06 05:00:00,0.6186,129.76,13.89,0.904,OK,synthetic
SM-01-01-006,2026-01-06 06:00:00,1.366,122.01,11.75,0.925,OK,synthetic
SM-01-01-006,2026-01-06 08:00:00,1.2478,120.85,11.18,0.902,OK,synthetic
SM-01-01-006,2026-01-06 09:00:00,1.3083,115.37,11.85,0.92,OK,synthetic
SM-01-01-006,2026-01-06 10:00:00,1.2485,120.64,9.68,0.984,OK,synthetic
SM-01-01-006,2026-01-06 11:00:00,1.277,117.58,13.5,0.988,OK,synthetic
SM-01-01-006,2026-01-06 12:00:00,1.3254,132.0,16.93,0.849,OK,synthetic
SM-01-01-006,2026-01-06 13:00:00,1.2363,117.95,14.48,0.864,OK,synthetic
SM-01-01-006,2026-01-06 14:00:00,1.2429,121.3,11.02,0.94,OK,synthetic
SM-01-01-006,2026-01-06 15:00:00,1.1658,121.57,10.6,0.903,OK,synthetic
SM-01-01-006,2026-01-06 16:00:00,1.1475,123.52,13.66,0.925,OK,synthetic
SM-01-01-006,2026-01-06 17:00:00,1.5504,119.66,11.58,0.924,OK,synthetic
SM-01-01-006,2026-01-06 18:00:00,1.5859,122.87,11.3,0.918,OK,synthetic
SM-01-01-006,2026-01-06 19:00:00,1.834,116.62,14.0,0.921,OK,synthetic
SM-01-01-006,2026-01-06 20:00:00,1.5847,123.36,2.98,0.878,OK,synthetic
SM-01-01-006,2026-01-06 22:00:00,2.0772,120.68,14.08,1.0,OK,synthetic
SM-01-01-006,2026-01-06 23:00:00,1.1283,116.87,6.79,0.937,OK,synthetic
SM-01-01-006,2026-01-07 00:00:00,0.6464,124.83,15.43,0.957,OK,synthetic
SM-01-01-006,2026-01-07 01:00:00,0.6034,124.17,10.97,0.955,OK,synthetic
